eta index 1,eta index 2,centrality index,bin width,# Particles,mean 1,mean 2,cov,Sigma,Delta,Bcorr
0,3,5,1,1.76222e+07,2.26883,2.31917,0.872872,1.02636,1.17572,0.270472
0,3,5,2,2.64356e+07,2.26918,2.31917,0.875979,1.02619,1.19888,0.271193
0,3,5,3,3.52455e+07,2.26898,2.31882,0.881249,1.02584,1.21269,0.272472
0,3,5,4,4.40687e+07,2.26958,2.31906,0.886661,1.02591,1.23658,0.273637
0,3,6,0,7.20776e+06,1.85732,1.89246,0.717117,1.02615,1.20288,0.271538
0,3,6,1,1.44171e+07,1.85762,1.89141,0.717897,1.02567,1.21239,0.271885
0,3,6,2,2.16356e+07,1.85843,1.8917,0.721147,1.02546,1.21426,0.272762
0,3,6,3,2.88464e+07,1.85859,1.89169,0.724219,1.02568,1.20971,0.273554
0,3,6,4,3.60673e+07,1.8589,1.89194,0.72918,1.02571,1.20123,0.274879
0,3,7,0,5.68605e+06,1.46769,1.48782,0.563501,1.02288,1.36359,0.271563
0,3,7,1,1.13759e+07,1.46765,1.48726,0.56394,1.02374,1.32916,0.271592
0,3,7,2,1.70611e+07,1.46778,1.48711,0.565987,1.02388,1.27766,0.272282
0,3,7,3,2.27479e+07,1.46804,1.48711,0.569522,1.0237,1.3266,0.273536
0,3,7,4,2.84364e+07,1.46842,1.48731,0.573827,1.02383,1.29222,0.27497
0,3,8,0,4.22054e+06,1.09408,1.10227,0.402915,1.02252,1.31628,0.264067
0,3,8,1,8.4424e+06,1.09416,1.10213,0.40456,1.02264,1.36488,0.26484
0,3,8,2,1.26679e+07,1.09447,1.10237,0.40681,1.02241,1.47851,0.265919
0,3,8,3,1.68874e+07,1.0946,1.10269,0.409921,1.02251,1.46182,0.267348
0,3,8,4,2.11084e+07,1.09483,1.10305,0.414038,1.02239,1.54604,0.269281
0,4,0,0,4.39832e+08,2.2815,2.36684,2.94253,1.04067,-0.100257,0.548854
0,4,0,1,4.39832e+08,2.2815,2.36684,2.94253,1.04067,-0.100257,0.548854
0,4,0,2,4.39832e+08,2.2815,2.36684,2.94253,1.04067,-0.100257,0.548854
0,4,0,3,4.39832e+08,2.2815,2.36684,2.94253,1.04067,-0.100257,0.548854
0,4,0,4,4.39832e+08,2.2815,2.36684,2.94253,1.04067,-0.100257,0.548854
0,4,1,0,1.89706e+07,4.88517,5.1595,1.77602,1.04309,1.23685,0.253257
0,4,1,1,3.80492e+07,4.89833,5.17578,1.81265,1.0428,1.22733,0.256631
0,4,1,2,5.7371e+07,4.92416,5.20403,1.88456,1.04296,1.20191,0.26305
0,4,1,3,7.71832e+07,4.96856,5.25311,2.01429,1.04288,1.17128,0.274337
0,4,1,4,9.83978e+07,5.06934,5.36499,2.38329,1.04269,1.07426,0.304708
0,4,2,0,1.48699e+07,3.82694,4.00939,1.40124,1.0426,1.21912,0.255458
0,4,2,1,2.9751e+07,3.82938,4.01144,1.40855,1.04241,1.19534,0.256373
0,4,2,2,4.46657e+07,3.83252,4.01489,1.41877,1.04195,1.21581,0.25768
0,4,2,3,5.96086e+07,3.8366,4.01926,1.4332,1.04235,1.20291,0.259339
0,4,2,4,7.45794e+07,3.84159,4.02469,1.45428,1.04239,1.19882,0.261889
0,4,3,0,1.24452e+07,3.20294,3.33656,1.17586,1.04235,1.22293,0.256549
0,4,3,1,2.48854e+07,3.20364,3.33601,1.17768,1.04282,1.20561,0.256752
0,4,3,2,3.73375e+07,3.20486,3.33751,1.18413,1.04257,1.21192,0.257763
0,4,3,3,4.98185e+07,3.20654,3.33882,1.19232,1.04258,1.19639,0.258994
0,4,3,4,6.23006e+07,3.20834,3.34072,1.20269,1.04266,1.1971,0.260536
0,4,4,0,1.05084e+07,2.70696,2.80157,0.999613,1.04134,1.24205,0.258479
0,4,4,1,2.10174e+07,2.70691,2.8023,1.00201,1.04108,1.22418,0.258963
0,4,4,2,3.1542e+07,2.70745,2.80319,1.00563,1.04112,1.24051,0.259598
0,4,4,3,4.20762e+07,2.70849,2.8039,1.01063,1.04146,1.25003,0.26043
0,4,4,4,5.26114e+07,2.70923,2.80471,1.0176,1.04144,1.22783,0.261701
0,4,5,0,8.81843e+06,2.26981,2.33583,0.843588,1.03992,1.21674,0.260521
0,4,5,1,1.76222e+07,2.26883,2.33563,0.845093,1.03995,1.22048,0.260908
0,4,5,2,2.64356e+07,2.26918,2.3355,0.848802,1.03983,1.21593,0.261767
0,4,5,3,3.52455e+07,2.26898,2.33561,0.853542,1.03956,1.24119,0.262898
0,4,5,4,4.40687e+07,2.26958,2.33599,0.859156,1.03952,1.26367,0.264139
0,4,6,0,7.20776e+06,1.85732,1.90351,0.694531,1.03812,1.34635,0.26244
0,4,6,1,1.44171e+07,1.85762,1.90253,0.695842,1.03843,1.26812,0.262778
0,4,6,2,2.16356e+07,1.85843,1.90276,0.698629,1.03847,1.26981,0.263492
0,4,6,3,2.88464e+07,1.85859,1.90295,0.701647,1.03886,1.25837,0.264238
0,4,6,4,3.60673e+07,1.8589,1.90317,0.706603,1.03877,1.26288,0.265598
0,4,7,0,5.68605e+06,1.46769,1.49451,0.546873,1.03511,1.3587,0.262933
0,4,7,1,1.13759e+07,1.46765,1.4945,0.54726,1.03614,1.32634,0.26288
