eta index 1,eta index 2,centrality index,bin width,# Particles,mean 1,mean 2,cov,Sigma,Delta,Bcorr
0,3,2,4,7.44608e+07,3.84129,3.97786,1.4979,1.02808,1.17818,0.271521
0,3,3,0,1.24285e+07,3.20278,3.30405,1.21617,1.02802,1.1794,0.266683
0,3,3,1,2.48521e+07,3.20346,3.30267,1.22074,1.02724,1.1743,0.267586
0,3,3,2,3.72874e+07,3.20469,3.3041,1.22554,1.02736,1.18945,0.268253
0,3,3,3,4.97518e+07,3.20638,3.30518,1.2326,1.0274,1.18646,0.26929
0,3,3,4,6.22172e+07,3.20818,3.3069,1.24186,1.02781,1.1847,0.270581
0,3,4,0,1.04957e+07,2.7069,2.7782,1.03001,1.02715,1.30399,0.267761
0,3,4,1,2.09925e+07,2.70685,2.778,1.03412,1.02704,1.21374,0.26857
0,3,4,2,3.15045e+07,2.70739,2.77891,1.03826,1.02718,1.21393,0.269276
0,3,4,3,4.20264e+07,2.70844,2.77926,1.04335,1.02754,1.21948,0.270121
0,3,4,4,5.25486e+07,2.70917,2.7801,1.05056,1.02728,1.19996,0.271475
0,3,5,0,8.80886e+06,2.26983,2.31941,0.870186,1.02685,1.15926,0.269716
0,3,5,1,1.76033e+07,2.26887,2.31917,0.872772,1.02633,1.17478,0.270455
0,3,5,2,2.64071e+07,2.2692,2.31916,0.875838,1.02618,1.19824,0.271163
0,3,5,3,3.52076e+07,2.269,2.31881,0.88111,1.02582,1.21224,0.272443
0,3,5,4,4.4021e+07,2.26959,2.31905,0.886522,1.0259,1.23639,0.273608
0,3,6,0,7.20052e+06,1.85736,1.89253,0.717144,1.0261,1.19892,0.271549
0,3,6,1,1.44029e+07,1.85768,1.89145,0.717901,1.02563,1.21148,0.271888
0,3,6,2,2.16142e+07,1.85849,1.89173,0.721107,1.02544,1.2135,0.27275
0,3,6,3,2.8818e+07,1.85865,1.89172,0.724171,1.02566,1.20885,0.27354
0,3,6,4,3.60316e+07,1.85895,1.89197,0.729132,1.02569,1.20114,0.274865
0,3,7,0,5.68105e+06,1.46775,1.48784,0.563505,1.02289,1.35843,0.271557
0,3,7,1,1.13653e+07,1.46768,1.48728,0.563921,1.02376,1.32483,0.271578
0,3,7,2,1.70452e+07,1.46781,1.48713,0.565952,1.02391,1.27375,0.272262
0,3,7,3,2.27265e+07,1.46807,1.48712,0.569505,1.02372,1.32376,0.273524
0,3,7,4,2.84098e+07,1.46846,1.48732,0.573808,1.02384,1.28955,0.274958
0,3,8,0,4.21688e+06,1.09409,1.10225,0.402982,1.02251,1.31604,0.264101
0,3,8,1,8.43504e+06,1.09416,1.1021,0.4046,1.02264,1.36672,0.264863
0,3,8,2,1.26568e+07,1.09447,1.10234,0.406864,1.0224,1.48129,0.265948
0,3,8,3,1.68724e+07,1.09459,1.10266,0.409971,1.02251,1.46063,0.267376
0,3,8,4,2.10896e+07,1.09481,1.10302,0.414091,1.02238,1.54577,0.269313
0,4,0,0,4.39194e+08,2.28075,2.36602,2.94074,1.04067,-0.100252,0.548789
0,4,0,1,4.39194e+08,2.28075,2.36602,2.94074,1.04067,-0.100252,0.548789
0,4,0,2,4.39194e+08,2.28075,2.36602,2.94074,1.04067,-0.100252,0.548789
0,4,0,3,4.39194e+08,2.28075,2.36602,2.94074,1.04067,-0.100252,0.548789
0,4,0,4,4.39194e+08,2.28075,2.36602,2.94074,1.04067,-0.100252,0.548789
