eta index 1,eta index 2,centrality index,mean 1,mean 2,cov,Sigma,Delta,Bcorr
13,7,8,1.09039,1.08779,0.347561,1.05629,13.0563,0.23204
13,8,0,2.44661,2.40068,3.34422,1.05436,-0.1283,0.566855
13,8,1,5.73168,5.52462,2.62454,1.05882,1.63159,0.305817
13,8,2,4.22571,4.11285,1.46946,1.05646,1.9662,0.250203
13,8,3,3.46754,3.39075,1.20208,1.0508,2.02283,0.250183
13,8,4,2.87704,2.83755,0.969409,1.05941,3.04869,0.242595
13,8,5,2.37354,2.35112,0.824576,1.0502,3.89714,0.249478
13,8,6,1.91515,1.89895,0.652009,1.05563,4.51148,0.244666
13,8,7,1.48279,1.47972,0.503763,1.04768,10.5412,0.24507
13,8,8,1.09039,1.091,0.359321,1.04395,-40.6287,0.239884
13,9,0,2.44661,2.41098,3.39381,1.03836,-0.681579,0.57369
13,9,1,5.73168,5.56487,2.70757,1.03991,1.26089,0.315545
13,9,2,4.22571,4.1343,1.51095,1.04197,1.60122,0.25758
13,9,3,3.46754,3.41053,1.24687,1.03429,1.70072,0.25957
13,9,4,2.87704,2.84511,1.00919,1.04217,2.76622,0.252888
13,9,5,2.37354,2.35854,0.850793,1.03627,4.07328,0.25762
13,9,6,1.91515,1.90391,0.675844,1.04135,5.13569,0.253678
13,9,7,1.48279,1.48158,0.52433,1.03206,19.8068,0.255272
13,9,8,1.09039,1.09351,0.367471,1.03074,-2.68319,0.246132
13,10,0,2.44661,2.41476,3.43634,1.02505,-0.582855,0.579689
13,10,1,5.73168,5.59208,2.79548,1.02556,1.21078,0.324994
13,10,2,4.22571,4.14613,1.56468,1.02845,1.50525,0.266582
13,10,3,3.46754,3.41589,1.27769,1.0247,1.61045,0.265951
13,10,4,2.87704,2.8494,1.05349,1.02481,2.53762,0.264191
13,10,5,2.37354,2.35687,0.8682,1.02426,2.519,0.263833
13,10,6,1.91515,1.90523,0.697237,1.02837,4.90537,0.26197
13,10,7,1.48279,1.47889,0.540726,1.01572,3.34337,0.264435
13,10,8,1.09039,1.09097,0.37349,1.02503,-21.133,0.25042
13,11,0,2.44661,2.42035,3.48171,1.01483,0.0267719,0.585035
13,11,1,5.73168,5.62999,2.88134,1.0162,1.55162,0.332956
13,11,2,4.22571,4.16296,1.6232,1.01405,1.37327,0.276228
13,11,3,3.46754,3.42384,1.31141,1.01599,1.75287,0.272526
13,11,4,2.87704,2.85259,1.0787,1.01615,2.67065,0.270375
13,11,5,2.37354,2.35498,0.890213,1.01498,2.44907,0.270596
13,11,6,1.91515,1.90488,0.719799,1.01185,3.04407,0.271376
13,11,7,1.48279,1.47795,0.550906,1.01139,4.58778,0.268983
13,11,8,1.09039,1.08909,0.380331,1.01477,5.22332,0.255916
13,12,0,2.44661,2.43413,4.75889,0.504053,0.665355,0.79461
13,12,1,5.73168,5.6864,5.83416,0.504847,2.43542,0.669348
13,12,2,4.22571,4.19769,3.77902,0.503258,1.1804,0.640668
13,12,3,3.46754,3.445,3.08285,0.505071,2.22687,0.638477
13,12,4,2.87704,2.86031,2.54441,0.50518,3.08266,0.637134
13,12,5,2.37354,2.36221,2.09792,0.503963,2.47838,0.63743
13,12,6,1.91515,1.91374,1.69607,0.500178,6.48018,0.639152
13,12,7,1.48279,1.48223,1.30279,0.50349,22.5227,0.635753
13,12,8,1.09039,1.0897,0.935068,0.5041,2.77657,0.629863
13,13,0,2.44661,2.44661,6.0155,0,-inf,1
13,13,1,5.73168,5.73168,8.73019,0,-inf,1
13,13,2,4.22571,4.22571,5.92132,0,inf,1
13,13,3,3.46754,3.46754,4.83484,0,-inf,1
13,13,4,2.87704,2.87704,3.99103,0,inf,1
13,13,5,2.37354,2.37354,3.29292,-1.00448e-07,inf,1
13,13,6,1.91515,1.91515,2.65103,0,inf,1
13,13,7,1.48279,1.48279,2.0437,0,inf,1
13,13,8,1.09039,1.09039,1.48454,0,-inf,1
13,14,0,2.44661,2.43237,4.76099,0.505805,2.02351,0.794176
13,14,1,5.73168,5.7107,5.8113,0.507829,1.75984,0.666688
13,14,2,4.22571,4.20907,3.76962,0.506489,0.923634,0.638304
13,14,3,3.46754,3.45264,3.05483,0.505459,-1.3822,0.635925
13,14,4,2.87704,2.86191,2.53238,0.504732,1.40858,0.636168
13,14,5,2.37354,2.35728,2.07709,0.505294,0.241025,0.634746
13,14,6,1.91515,1.89631,1.66344,0.505319,0.157415,0.633344
13,14,7,1.48279,1.46943,1.2871,0.504264,0.922627,0.633591
13,14,8,1.09039,1.07876,0.931814,0.503555,1.59032,0.630487
13,15,0,2.44661,2.24936,3.25733,1.07626,2.57378,0.56367
13,15,1,5.73168,5.29464,2.68288,1.1174,3.56396,0.304563
13,15,2,4.22571,3.89717,1.48822,1.08666,2.68258,0.252878
13,15,3,3.46754,3.19667,1.17513,1.07853,2.3018,0.246943
13,15,4,2.87704,2.64442,0.988253,1.06209,2.16717,0.252602
13,15,5,2.37354,2.17613,0.797424,1.0589,1.89672,0.249134
13,15,6,1.91515,1.75308,0.638846,1.05026,1.70841,0.249413
13,15,7,1.48279,1.35536,0.496508,1.03635,1.55543,0.252717
13,15,8,1.09039,0.993404,0.34762,1.03059,1.42067,0.244851
14,0,0,2.43237,2.27477,2.86917,1.13897,-0.474733,0.516996
14,0,1,5.7107,5.03622,1.94326,1.14933,1.31617,0.239701
14,0,2,4.20907,3.82508,1.09171,1.1352,1.55814,0.193429
14,0,3,3.45264,3.1913,0.868323,1.13615,1.76777,0.187266
14,0,4,2.86191,2.69482,0.713392,1.14042,1.71581,0.183899
14,0,5,2.35728,2.25944,0.620021,1.1296,2.26223,0.192216
14,0,6,1.89631,1.85029,0.507881,1.12774,3.54475,0.193906
14,0,7,1.46943,1.45779,0.389453,1.12787,6.35035,0.190919
14,0,8,1.07876,1.09425,0.288966,1.12016,-1.7501,0.191881
14,1,0,2.43237,2.30398,2.93242,1.1328,-0.683841,0.522256
14,1,1,5.7107,5.13534,2.02384,1.13712,1.2658,0.247342
14,1,2,4.20907,3.87725,1.11323,1.13437,1.65104,0.195541
14,1,3,3.45264,3.23587,0.885972,1.13347,1.87648,0.189628
14,1,4,2.86191,2.72796,0.728071,1.13577,1.76097,0.186652
14,1,5,2.35728,2.28021,0.629348,1.1268,2.50648,0.194202
14,1,6,1.89631,1.87132,0.522153,1.12126,5.33207,0.19827
14,1,7,1.46943,1.46918,0.399288,1.12281,242.709,0.194887
14,1,8,1.07876,1.10009,0.293769,1.11258,-0.50675,0.195088
14,2,0,2.43237,2.32687,2.98642,1.12624,-0.924756,0.527056
14,2,1,5.7107,5.21015,2.07475,1.13199,1.26086,0.251489
14,2,2,4.20907,3.92315,1.13199,1.12655,1.5576,0.198306
14,2,3,3.45264,3.27651,0.929863,1.12455,2.09064,0.197427
14,2,4,2.86191,2.75306,0.750885,1.12918,1.86837,0.191566
14,2,5,2.35728,2.29719,0.640313,1.11736,2.38692,0.197635
14,2,6,1.89631,1.88343,0.527114,1.11863,8.82168,0.199621
14,2,7,1.46943,1.48011,0.410536,1.12137,-5.68695,0.198895
14,2,8,1.07876,1.10101,0.295756,1.10961,-0.306665,0.196503
14,3,0,2.43237,2.3508,3.04567,1.12116,-1.15148,0.531826
14,3,1,5.7107,5.28803,2.14185,1.12591,1.29956,0.257152
14,3,2,4.20907,3.97941,1.15977,1.12194,1.6071,0.20169
14,3,3,3.45264,3.31196,0.960225,1.11879,2.3588,0.202519
14,3,4,2.86191,2.78045,0.77119,1.12809,2.36613,0.195112
14,3,5,2.35728,2.32041,0.66209,1.11223,3.38736,0.202918
14,3,6,1.89631,1.8903,0.534782,1.11589,17.8891,0.202036
14,3,7,1.46943,1.48593,0.421267,1.11581,-3.40998,0.203522
14,3,8,1.07876,1.10438,0.301121,1.1077,-0.30931,0.199385
14,4,0,2.43237,2.37057,3.10036,1.11466,-1.468,0.536672
14,4,1,5.7107,5.35829,2.2215,1.11713,1.35142,0.264437
14,4,2,4.20907,4.02577,1.19049,1.11982,1.82957,0.205299
14,4,3,3.45264,3.33727,0.979077,1.11464,2.59764,0.205651
14,4,4,2.86191,2.80161,0.783257,1.12303,2.54404,0.197659
14,4,5,2.35728,2.34108,0.679015,1.10717,6.23001,0.207044
14,4,6,1.89631,1.89863,0.548391,1.10866,-40.1766,0.206814
14,4,7,1.46943,1.49004,0.434969,1.10463,-2.12925,0.21019
14,4,8,1.07876,1.1059,0.307238,1.10244,-0.228228,0.203272
14,5,0,2.43237,2.38296,3.15073,1.10441,-1.74864,0.54233
14,5,1,5.7107,5.41173,2.29035,1.10666,1.31899,0.271291
14,5,2,4.20907,4.05683,1.22898,1.11349,2.02218,0.210841
14,5,3,3.45264,3.35991,0.998263,1.10284,2.37584,0.210004
14,5,4,2.86191,2.81009,0.81907,1.11136,2.7948,0.206303
14,5,5,2.35728,2.34677,0.70537,1.09727,9.28729,0.214672
14,5,6,1.89631,1.90307,0.562536,1.09789,-10.8831,0.212443
14,5,7,1.46943,1.49346,0.447371,1.09504,-1.44312,0.21617
14,5,8,1.07876,1.10529,0.316485,1.09271,-0.167341,0.209627
14,6,0,2.43237,2.38143,3.18799,1.09372,-1.12844,0.547727
14,6,1,5.7107,5.43664,2.35018,1.10029,1.44012,0.277125
14,6,2,4.20907,4.05673,1.2728,1.10079,1.90815,0.218678
14,6,3,3.45264,3.36584,1.03681,1.09315,2.5519,0.21771
14,6,4,2.86191,2.81126,0.856544,1.09573,2.54965,0.216073
14,6,5,2.35728,2.33822,0.726276,1.08668,5.45353,0.221621
14,6,6,1.89631,1.89527,0.57838,1.08347,61.4457,0.219731
14,6,7,1.46943,1.48446,0.455219,1.08582,-2.53006,0.221106
14,6,8,1.07876,1.09686,0.321099,1.08402,-0.472114,0.214023
14,7,0,2.43237,2.3835,3.23038,1.08328,-0.632291,0.553258
14,7,1,5.7107,5.46692,2.42879,1.09002,1.55113,0.285116
14,7,2,4.20907,4.07103,1.32936,1.08734,1.94256,0.228042
14,7,3,3.45264,3.3657,1.07797,1.08117,2.55764,0.226343
14,7,4,2.86191,2.81911,0.883064,1.0857,2.61727,0.222625
14,7,5,2.35728,2.33634,0.743932,1.08036,5.38459,0.226888
14,7,6,1.89631,1.89295,0.591439,1.07842,22.172,0.224507
14,7,7,1.46943,1.47607,0.462293,1.07413,-4.77126,0.226154
14,7,8,1.07876,1.08779,0.326851,1.07484,-1.67098,0.219189
14,8,0,2.43237,2.40068,3.29014,1.07149,-1.07708,0.559606
14,8,1,5.7107,5.52462,2.50009,1.08052,1.61766,0.291768
14,8,2,4.20907,4.11285,1.3855,1.07498,2.14169,0.236532
14,8,3,3.45264,3.39075,1.12156,1.06764,2.82464,0.234935
14,8,4,2.86191,2.83755,0.913647,1.0781,4.05378,0.229235
14,8,5,2.35728,2.35112,0.783293,1.06257,13.4571,0.238479
14,8,6,1.89631,1.89895,0.616141,1.06673,-26.2229,0.233372
14,8,7,1.46943,1.47972,0.476411,1.06259,-1.92013,0.233163
14,8,8,1.07876,1.091,0.34032,1.06086,-0.520105,0.228215
14,9,0,2.43237,2.41098,3.33675,1.05662,-2.45678,0.565985
14,9,1,5.7107,5.56487,2.57174,1.06355,1.19121,0.300179
14,9,2,4.20907,4.1343,1.41721,1.06279,1.74875,0.242239
14,9,3,3.45264,3.41053,1.17002,1.04996,2.77383,0.245149
14,9,4,2.86191,2.84511,0.951194,1.06159,3.97567,0.238975
14,9,5,2.35728,2.35854,0.804101,1.05088,-44.9746,0.245014
14,9,6,1.89631,1.90391,0.641534,1.05156,-7.13201,0.243055
14,9,7,1.46943,1.48158,0.491289,1.05076,-0.944432,0.24063
14,9,8,1.07876,1.09351,0.350744,1.04554,0.694181,0.235979
14,10,0,2.43237,2.41476,3.38,1.04294,-2.66365,0.572147
14,10,1,5.7107,5.59208,2.66349,1.04843,1.11606,0.310129
14,10,2,4.20907,4.14613,1.47792,1.04754,1.65612,0.252469
14,10,3,3.45264,3.41589,1.21014,1.03763,2.80579,0.25352
14,10,4,2.86191,2.8494,0.994325,1.0446,3.8909,0.250002
14,10,5,2.35728,2.35687,0.820006,1.0395,92.2612,0.250756
14,10,6,1.89631,1.90523,0.657828,1.0412,-5.06208,0.249478
14,10,7,1.46943,1.47889,0.502577,1.03787,-0.0650597,0.247263
14,10,8,1.07876,1.09097,0.356867,1.03972,0.520108,0.240345
14,11,0,2.43237,2.42035,3.42859,1.0313,-2.31346,0.578092
14,11,1,5.7107,5.62999,2.75542,1.0379,1.49847,0.318898
14,11,2,4.20907,4.16296,1.5477,1.03038,1.53312,0.264077
14,11,3,3.45264,3.42384,1.2434,1.029,3.35488,0.260064
14,11,4,2.86191,2.85259,1.01576,1.03722,4.70312,0.255261
14,11,5,2.35728,2.35498,0.845942,1.02853,17.9256,0.258758
14,11,6,1.89631,1.90488,0.680176,1.02476,-3.26618,0.258839
14,11,7,1.46943,1.47795,0.519947,1.02863,-1.14306,0.2554
14,11,8,1.07876,1.08909,0.368509,1.02501,1.13943,0.249071
14,12,0,2.43237,2.43413,3.48591,1.02026,11.5962,0.584057
14,12,1,5.7107,5.6864,2.85707,1.02582,3.01401,0.328298
14,12,2,4.20907,4.19769,1.59937,1.01909,1.55356,0.271863
14,12,3,3.45264,3.445,1.28063,1.01974,9.21628,0.266942
14,12,4,2.86191,2.86031,1.04486,1.02699,18.9079,0.26232
14,12,5,2.35728,2.36221,0.870112,1.01728,-4.86528,0.266039
14,12,6,1.89631,1.91374,0.70236,1.01135,-0.345879,0.267157
14,12,7,1.46943,1.48223,0.536316,1.01678,-0.011019,0.263298
14,12,8,1.07876,1.0897,0.377703,1.01479,1.5163,0.25556
14,13,0,2.43237,2.44661,4.76099,0.505805,2.02349,0.794176
14,13,1,5.7107,5.73168,5.8113,0.50783,1.75984,0.666688
14,13,2,4.20907,4.22571,3.76962,0.506489,0.923645,0.638304
14,13,3,3.45264,3.46754,3.05483,0.505459,-1.38218,0.635925
14,13,4,2.86191,2.87704,2.53238,0.504732,1.40858,0.636168
14,13,5,2.35728,2.37354,2.07709,0.505294,0.241032,0.634746
14,13,6,1.89631,1.91515,1.66344,0.505319,0.157416,0.633344
14,13,7,1.46943,1.48279,1.2871,0.504264,0.922632,0.633591
14,13,8,1.07876,1.09039,0.931814,0.503555,1.59033,0.630487
14,14,0,2.43237,2.43237,5.97432,0,inf,1
14,14,1,5.7107,5.7107,8.70318,0,inf,1
14,14,2,4.20907,4.20907,5.89008,0,-inf,1
14,14,3,3.45264,3.45264,4.77286,0,-inf,1
14,14,4,2.86191,2.86191,3.97036,0,-inf,1
14,14,5,2.35728,2.35728,3.25185,0,-inf,1
14,14,6,1.89631,1.89631,2.60207,0,-inf,1
14,14,7,1.46943,1.46943,2.01925,0,-inf,1
14,14,8,1.07876,1.07876,1.47134,0,-inf,1
14,15,0,2.43237,2.24936,4.51733,0.532545,2.61315,0.784397
14,15,1,5.7107,5.29464,5.74597,0.560095,3.64798,0.653299
14,15,2,4.20907,3.89717,3.69833,0.539616,2.76913,0.630083
14,15,3,3.45264,3.19667,2.96712,0.532927,2.49954,0.627549
14,15,4,2.86191,2.64442,2.46251,0.525603,2.21569,0.631065
14,15,5,2.35728,2.17613,2.01011,0.518804,2.03298,0.631959
14,15,6,1.89631,1.75308,1.60424,0.513521,1.89517,0.632179
14,15,7,1.46943,1.35536,1.23903,0.506975,1.62319,0.634461
14,15,8,1.07876,0.993404,0.891087,0.505337,1.39962,0.630458
15,0,0,2.24936,2.27477,2.64023,1.20052,20.3247,0.493533
15,0,1,5.29464,5.03622,1.76225,1.24571,-1.99472,0.215097
15,0,2,3.89717,3.82508,0.951386,1.21056,-3.20313,0.169155
15,0,3,3.19667,3.1913,0.787426,1.19182,-30.4892,0.171427
15,0,4,2.64442,2.69482,0.647196,1.18616,3.7468,0.169751
15,0,5,2.17613,2.25944,0.545423,1.17712,1.78442,0.172868
15,0,6,1.75308,1.85029,0.459779,1.16291,1.17339,0.179998
15,0,7,1.35536,1.45779,0.341676,1.16027,1.12758,0.17319
15,0,8,0.993404,1.09425,0.255496,1.14191,0.954096,0.176612
15,1,0,2.24936,2.30398,2.70345,1.19282,9.78062,0.499481
15,1,1,5.29464,5.13534,1.84952,1.23234,-4.32906,0.22367
15,1,2,3.89717,3.87725,0.981473,1.20746,-14.4759,0.172999
15,1,3,3.19667,3.23587,0.814728,1.18615,5.68932,0.17603
15,1,4,2.64442,2.72796,0.665697,1.18007,2.88937,0.173645
15,1,5,2.17613,2.28021,0.555346,1.17394,1.70931,0.175197
15,1,6,1.75308,1.87132,0.472332,1.15717,1.22386,0.183906
15,1,7,1.35536,1.46918,0.353423,1.15355,1.13804,0.178362
15,1,8,0.993404,1.10009,0.260852,1.13375,1.04869,0.180331
15,2,0,2.24936,2.32687,2.74887,1.18874,7.06612,0.503273
15,2,1,5.29464,5.21015,1.8811,1.231,-9.46364,0.225627
15,2,2,3.89717,3.92315,0.996081,1.20091,15.1139,0.175106
15,2,3,3.19667,3.27651,0.834791,1.18422,3.33467,0.178919
15,2,4,2.64442,2.75306,0.68433,1.17481,2.5372,0.177638
15,2,5,2.17613,2.29719,0.565951,1.16474,1.87078,0.178587
15,2,6,1.75308,1.88343,0.471554,1.15767,1.26276,0.183115
15,2,7,1.35536,1.48011,0.364023,1.15204,1.04582,0.182354
15,2,8,0.993404,1.10101,0.261109,1.13241,1.07473,0.180595
15,3,0,2.24936,2.3508,2.80407,1.18393,5.41273,0.507948
15,3,1,5.29464,5.28803,1.95301,1.22393,-135.572,0.232023
15,3,2,3.89717,3.97941,1.02585,1.19579,5.77387,0.179022
15,3,3,3.19667,3.31196,0.855394,1.18122,2.65854,0.182117
15,3,4,2.64442,2.78045,0.699677,1.17521,2.13246,0.180114
15,3,5,2.17613,2.32041,0.581374,1.16202,1.71346,0.182163
15,3,6,1.75308,1.8903,0.483644,1.15233,1.2486,0.187356
15,3,7,1.35536,1.48593,0.375286,1.14576,1.03628,0.187469
15,3,8,0.993404,1.10438,0.267267,1.12942,1.03629,0.184224
15,4,0,2.24936,2.37057,2.85687,1.17694,4.53726,0.513016
15,4,1,5.29464,5.35829,2.02443,1.21648,15.4369,0.238455
15,4,2,3.89717,4.02577,1.07042,1.18996,4.00916,0.185236
15,4,3,3.19667,3.33727,0.878587,1.17562,2.42501,0.18629
15,4,4,2.64442,2.80161,0.706728,1.17199,2.09933,0.181464
15,4,5,2.17613,2.34108,0.598832,1.15644,1.65251,0.186675
15,4,6,1.75308,1.89863,0.499653,1.14355,1.27304,0.193218
15,4,7,1.35536,1.49004,0.389138,1.13419,1.0934,0.194433
15,4,8,0.993404,1.1059,0.274955,1.12242,1.03794,0.189372
15,5,0,2.24936,2.38296,2.89975,1.16881,4.10485,0.517794
15,5,1,5.29464,5.41173,2.07088,1.21007,9.16124,0.242725
15,5,2,3.89717,4.05683,1.09751,1.18622,3.42857,0.188943
15,5,3,3.19667,3.35991,0.903017,1.16238,2.56459,0.191765
15,5,4,2.64442,2.81009,0.738278,1.1614,2.04833,0.189204
15,5,5,2.17613,2.34677,0.617097,1.14964,1.62033,0.192004
15,5,6,1.75308,1.90307,0.504943,1.1375,1.36201,0.195535
15,5,7,1.35536,1.49346,0.399815,1.12554,1.13107,0.199756
15,5,8,0.993404,1.10529,0.282324,1.11419,1.05743,0.194667
15,6,0,2.24936,2.38143,2.93423,1.15852,3.94763,0.522978
15,6,1,5.29464,5.43664,2.13647,1.20225,7.59888,0.249287
15,6,2,3.89717,4.05673,1.13665,1.17436,3.53021,0.195968
15,6,3,3.19667,3.36584,0.938158,1.15327,2.47466,0.19886
15,6,4,2.64442,2.81126,0.768388,1.14804,2.12202,0.197223
15,6,5,2.17613,2.33822,0.638687,1.13842,1.6617,0.199249
15,6,6,1.75308,1.89527,0.517027,1.12501,1.49486,0.20141
15,6,7,1.35536,1.48446,0.400762,1.12109,1.17717,0.20127
15,6,8,0.993404,1.09686,0.285763,1.10662,1.09803,0.19828
15,7,0,2.24936,2.3835,2.96746,1.15108,3.70658,0.527234
15,7,1,5.29464,5.46692,2.19618,1.19504,6.39904,0.255109
15,7,2,3.89717,4.07103,1.17657,1.16463,3.37678,0.202536
15,7,3,3.19667,3.3657,0.955536,1.14806,2.47186,0.202534
15,7,4,2.64442,2.81911,0.781857,1.14249,2.12479,0.200556
15,7,5,2.17613,2.33634,0.651532,1.13388,1.62863,0.203148
15,7,6,1.75308,1.89295,0.534389,1.11724,1.44568,0.208003
15,7,7,1.35536,1.47607,0.405791,1.11091,1.29874,0.205259
15,7,8,0.993404,1.08779,0.288943,1.09985,1.12914,0.201712
15,8,0,2.24936,2.40068,3.01829,1.14183,3.32794,0.532564
15,8,1,5.29464,5.52462,2.24807,1.18895,5.17115,0.259608
15,8,2,3.89717,4.11285,1.22553,1.15375,3.02828,0.209952
15,8,3,3.19667,3.39075,0.990021,1.13698,2.40356,0.209344
15,8,4,2.64442,2.83755,0.810498,1.13515,2.0015,0.20691
15,8,5,2.17613,2.35112,0.668592,1.12538,1.66175,0.208107
15,8,6,1.75308,1.89895,0.554939,1.1073,1.42354,0.215528
15,8,7,1.35536,1.47972,0.425158,1.09537,1.35268,0.21515
15,8,8,0.993404,1.091,0.298277,1.08939,1.17787,0.208222
15,9,0,2.24936,2.41098,3.06157,1.12756,3.23355,0.538727
15,9,1,5.29464,5.56487,2.31627,1.17258,4.87717,0.267528
15,9,2,3.89717,4.1343,1.25232,1.14278,3.06703,0.214803
15,9,3,3.19667,3.41053,1.0331,1.12062,2.44953,0.21851
15,9,4,2.64442,2.84511,0.843574,1.11992,2.07956,0.215642
15,9,5,2.17613,2.35854,0.691489,1.11255,1.73266,0.215409
15,9,6,1.75308,1.90391,0.574552,1.09486,1.4746,0.223205
15,9,7,1.35536,1.48158,0.441721,1.08202,1.3952,0.223704
15,9,8,0.993404,1.09351,0.309361,1.07328,1.3039,0.216671
15,10,0,2.24936,2.41476,3.09886,1.11561,3.13261,0.54417
15,10,1,5.29464,5.59208,2.39977,1.15852,4.5842,0.276495
15,10,2,3.89717,4.14613,1.29331,1.13197,3.02965,0.221703
15,10,3,3.19667,3.41589,1.065,1.11037,2.45199,0.225227
15,10,4,2.64442,2.8494,0.871319,1.10803,2.12126,0.222905
15,10,5,2.17613,2.35687,0.721286,1.09495,1.8441,0.225497
15,10,6,1.75308,1.90523,0.585628,1.0871,1.51775,0.227736
15,10,7,1.35536,1.47889,0.445248,1.0745,1.50387,0.226501
15,10,8,0.993404,1.09097,0.316003,1.06674,1.2983,0.221549
15,11,0,2.24936,2.42035,3.14249,1.10504,2.93345,0.549666
15,11,1,5.29464,5.62999,2.47656,1.15019,4.12763,0.283622
15,11,2,3.89717,4.16296,1.35766,1.11563,2.96768,0.232459
15,11,3,3.19667,3.42384,1.09626,1.10199,2.39915,0.231459
15,11,4,2.64442,2.85259,0.891328,1.10088,2.11282,0.227908
15,11,5,2.17613,2.35498,0.745931,1.0841,1.84417,0.233266
15,11,6,1.75308,1.90488,0.600428,1.07451,1.6257,0.234293
15,11,7,1.35536,1.47795,0.457632,1.0682,1.44589,0.232429
15,11,8,0.993404,1.08909,0.327807,1.0516,1.37376,0.230645
15,12,0,2.24936,2.43413,3.19779,1.09358,2.69231,0.555819
15,12,1,5.29464,5.6864,2.56404,1.14021,3.68444,0.29154
15,12,2,3.89717,4.19769,1.41219,1.1033,2.81173,0.240885
15,12,3,3.19667,3.445,1.12792,1.09404,2.30808,0.237336
15,12,4,2.64442,2.86031,0.932992,1.08573,2.10199,0.238328
15,12,5,2.17613,2.36221,0.765169,1.07469,1.86425,0.23918
15,12,6,1.75308,1.91374,0.622632,1.06074,1.67029,0.242845
15,12,7,1.35536,1.48223,0.479252,1.05225,1.47106,0.243278
15,12,8,0.993404,1.0897,0.339945,1.03828,1.41182,0.239442
15,13,0,2.24936,2.44661,3.25733,1.07626,2.57378,0.56367
15,13,1,5.29464,5.73168,2.68288,1.1174,3.56396,0.304563
15,13,2,3.89717,4.22571,1.48822,1.08666,2.68258,0.252878
15,13,3,3.19667,3.46754,1.17513,1.07853,2.3018,0.246943
15,13,4,2.64442,2.87704,0.988253,1.06209,2.16717,0.252602
15,13,5,2.17613,2.37354,0.797424,1.0589,1.89672,0.249134
15,13,6,1.75308,1.91515,0.638846,1.05026,1.70841,0.249413
15,13,7,1.35536,1.48279,0.496508,1.03635,1.55543,0.252717
15,13,8,0.993404,1.09039,0.34762,1.03059,1.42067,0.244851
15,14,0,2.24936,2.43237,4.51733,0.532545,2.61316,0.784397
15,14,1,5.29464,5.7107,5.74597,0.560095,3.64798,0.653299
15,14,2,3.89717,4.20907,3.69833,0.539616,2.76913,0.630083
15,14,3,3.19667,3.45264,2.96712,0.532927,2.49954,0.627549
15,14,4,2.64442,2.86191,2.46251,0.525603,2.21569,0.631065
15,14,5,2.17613,2.35728,2.01011,0.518804,2.03298,0.631959
15,14,6,1.75308,1.89631,1.60424,0.513521,1.89517,0.632179
15,14,7,1.35536,1.46943,1.23903,0.506975,1.62319,0.634461
15,14,8,0.993404,1.07876,0.891087,0.505337,1.39962,0.630458
15,15,0,2.24936,2.24936,5.5514,0,inf,1
15,15,1,5.29464,5.29464,8.88842,0,inf,1
15,15,2,3.89717,3.89717,5.84918,0,-inf,1
15,15,3,3.19667,3.19667,4.68377,0,inf,1
15,15,4,2.64442,2.64442,3.83511,0,-inf,1
15,15,5,2.17613,2.17613,3.11123,0,inf,1
15,15,6,1.75308,1.75308,2.47479,0,-inf,1
15,15,7,1.35536,1.35536,1.88871,0,-inf,1
15,15,8,0.993404,0.993404,1.35773,0,-inf,1
